tuId	tuName	operonName	tuGenes	pmName	tuEvidence	addEvidence	confidenceLevel	pmids
RDBECOLITUC00330	iaaA-gsiABCD	iaaA-gsiABCD	gsiD;gsiC;gsiB;gsiA;iaaA;	iaaAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00331	pdeI-dgcI	pdeI-dgcI	dgcI;pdeI;		[EXP-IEP-COREGULATION:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00332	bssR	bssR	bssR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00333	yliI	yliI	yliI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00334	deoR	deoR	deoR;	deoRp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00336	ybjJI	ybjJI	ybjJ;ybjI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00337	rybB	rybB	rybB;	rybBp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC00338	ybjL	ybjL	ybjL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00339	ybjO-rlmC	ybjO-rlmC	rlmC;ybjO;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00340	ybjQ-amiD	ybjQ-amiD	amiD;ybjQ;	ybjQp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00341	ybjS	ybjS	ybjS;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00342	poxB-ltaE-ybjT	poxB-ltaE-ybjT	poxB;ltaE;ybjT;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00343	lysO	lysO	lysO;	lysOp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00344	aat	aat	aat;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00345	trxB	trxB	trxB;	trxBp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00346	lolA-rarA	lolA-rarA	rarA;lolA;	lolAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00347	serS	serS	serS;	serSp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00348	ycaD	ycaD	ycaD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00349	ycaM	ycaM	ycaM;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00350	pflA	pflA	pflA;	pflAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC00351	ycaO	ycaO	ycaO;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00352	ycaP	ycaP	ycaP;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00353	ycaL	ycaL	ycaL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00354	ycaI-msbA-lpxK-ycaQ	ycaI-msbA-lpxK-ycaQ	ycaQ;lpxK;msbA;ycaI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00355	ycaR-kdsB	ycaR-kdsB	kdsB;ycaR;	ycaRp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00356	ycbJ	ycbJ	ycbJ;	ycbJp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00357	ldtD	ldtD	ldtD;	ldtDp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00358	mepK-gloC	mepK-gloC	gloC;mepK;	mepKp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00359	asnS	asnS	asnS;	asnSp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00360	elfA	elfA	elfA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00361	elfDCG-ycbUVF	elfDCG-ycbUVF	ycbF;ycbV;ycbU;elfG;elfC;elfD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00362	zapC	zapC	zapC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00363	ycbZ	ycbZ	ycbZ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00364	yccFS	yccFS	yccF;yccS;	yccFp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00365	mgsA	mgsA	mgsA;	mgsAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00366	yccT	yccT	csgI;	yccTp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00367	hspQ	hspQ	hspQ;	hspQp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00368	rlmI	rlmI	rlmI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00369	tusE	tusE	tusE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00370	yccA	yccA	yccA;	yccAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00371	gfcE-etp-etk	gfcE-etp-etk	gfcE;etp;etk;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00372	gfcBCD	gfcBCD	gfcB;gfcC;gfcD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00373	gfcA	gfcA	gfcA;	gfcAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00374	insA4AB4B4	insA4AB4B4	insB4;insA4;insAB4;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00375	ymcE-gnsA	ymcE-gnsA	gnsA;ymcE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00376	yccM	yccM	yccM;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00377	torS	torS	torS;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00378	yccE	yccE	yccE;	yccEp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00379	wrbA-yccJ	wrbA-yccJ	wrbA;yccJ;	wrbAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00380	efeU	efeU	efeU;	efeUp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00381	efeOB	efeOB	efeB;efeO;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00382	insE4F4EF4	insE4F4EF4	insE4;insF4;insEF4;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00383	ymdE-ycdU	ymdE-ycdU	ycdU;ymdE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00384	ghrA	ghrA	ghrA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00385	ycdXY	ycdXY	ycdY;ycdX;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00386	ycdZ	ycdZ	ycdZ;	ycdZp4	[COMP-AINF:W]		WEAK	
RDBECOLITUC00387	ymdA	ymdAB-clsC	ymdA;	ymdAp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC00388	ymdB-clsC	ymdAB-clsC	clsC;ymdB;	ymdBp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC00389	yceK	yceK	yceK;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00390	mdtG	mdtG	mdtG;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00391	yceJI	yceJI	yceJ;yceI;	yceJp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00392	solA-yceO	solA-yceO	solA;yceO;	solAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00393	dinI	dinI	dinI;	dinIp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00394	yceB	yceB	yceB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00395	grxB	grxB	grxB;	grxBp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00396	mdtH	mdtH	mdtH;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00397	murJ	murJ	murJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00398	yceQ	yceQ	yceQ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00399	rluC	rluC	rluC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00400	pabC-mltG-tmk-holB-ycfH	pabC-mltG-tmk-holB-ycfH	ycfH;holB;tmk;mltG;pabC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00401	hinT-ycfL-lpoB-thiK-nagZ-ycfP	hinT-ycfL-lpoB-thiK-nagZ-ycfP	ycfP;nagZ;thiK;lpoB;ycfL;hinT;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00402	ycfJ	ycfJ	ycfJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00403	ldtC	ldtC	ldtC;	ldtCp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00404	ycfT	ycfT	ycfT;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00405	lolCDE	lolCDE	lolE;lolD;lolC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00406	nagK-cobB	nagK-cobB	cobB;nagK;		[EXP-IEP:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00407	ymfA-ycfZ	ymfA-ycfZ	ymfA;ycfZ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00408	roxA	roxA	roxA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00409	rluE-nudJ	rluE-nudJ	rluE;nudJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00410	ymfED	ymfED	ymfE;ymfD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00411	ymfH-xisE-intE	ymfH-xisE-intE	ymfH;xisE;intE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00412	ymfJ	ymfJ	ymfJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00413	ymfK	ymfK	ymfK;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00414	ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP	ymfTLMNR-beeE-jayE-ymfQ-ycfK-tfaP	tfaP;ycfK;ymfQ;jayE;beeE;ymfR;ymfN;ymfM;ymfL;ymfT;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00415	stfE-tfaE	stfE-tfaE	stfE;tfaE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00416	pinE	pinE	pinE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00417	mcrA	mcrA	mcrA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00418	icdC	icdC	icdC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00419	iraM	iraM	iraM;	iraMp1	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00420	ycgX	ycgX	ycgX;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00421	bluR	bluR	bluR;	bluRp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00422	ycgZ	ycgZ-ymgA-ariR-ymgC	ycgZ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00423	ymgA-ariR	ycgZ-ymgA-ariR-ymgC	ariR;ymgA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00424	ymgC	ycgZ-ymgA-ariR-ymgC	ymgC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00425	pdeG	pdeG	pdeG;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00426	ymgF	ymgF	ymgF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00427		ycgH	ycgH;		[COMP-AINF:W][IC:W]		WEAK	
RDBECOLITUC00428	ymgGD	ymgGD	ymgG;ymgD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00429	ycgI	ycgI	ycgI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00430	ycgL	ycgL	ycgL;	ycgLp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00431	ycgM	ycgM	ycgM;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00432	ycgN	ycgN	ycgN;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00433	dsbB	dsbB	dsbB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00434	nhaB	nhaB	nhaB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00435	cvrA	cvrA	cvrA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00436	ldcA	ldcA	ldcA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00437	ymgE	ymgE	ymgE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00438	ycgY	ycgY	ycgY;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00439	ycgV	ycgV	ycgV;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00440	dauA	dauA	dauA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00441	ychS	ychS	ychS;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00442	rttR	rttR	rttR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00443	purU	ychJ-purU	purU;	purUp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00444	ychJ	ychJ-purU	ychJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00445	insZ	insZ	insZ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00446	ychE	ychE	ychE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00447	yciI	yciI	yciI;	yciIp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00448	yciA	yciA	yciA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00449	yciCB	yciCB	yciC;yciB;	yciCp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00450	yciGFE	yciGFE	yciE;yciF;yciG;	yciGp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP-COREGULATION:W]		WEAK	
RDBECOLITUC00451	yciVOQ	yciVOQ	yciQ;yciO;rnm;	yciVp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00452	rluB	rluB	rluB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00453	yciK-btuR	yciK-btuR	yciK;btuR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00454	ymiA-yciX	ymiA-yciX	yciX;ymiA;	ymiAp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00455	pgpB	pgpB	pgpB;	pgpBp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00456	lapAB	yciSM-pyrF-yciH	lapB;lapA;	lapAp1	[EXP-IEP-COREGULATION:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00457	yciW	yciW	yciW;	yciWp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00458	fabI	fabI	fabI;	fabIp1	[COMP-AINF:W]		WEAK	
RDBECOLITUC00459	ycjD	ycjD	ycjD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00460	sapABCDF	sapABCDF	sapA;sapB;sapC;sapD;sapF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00461	ymjA	ymjA	ymjA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00462	puuAP	puuAP	ymjE;puuP;puuA;	puuAp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC00463	puuDRCBE	puuDRCBE	puuE;puuB;puuC;puuR;puuD;	puuDp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC00464	puuCBE	puuDRCBE	puuE;puuB;puuC;	puuCp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00465	ycjMNOPQRSTUV-ymjB-ompG	ycjMNOPQRSTUV-ymjB-ompG	ompG;ymjB;ycjV;ycjU;ycjT;ycjS;ycjR;ycjQ;ycjP;ycjO;ycjN;ycjM;		[EXP-IEP-COREGULATION:W][COMP-AINF:W][IC:W]		WEAK	
RDBECOLITUC00466	ompG	ycjMNOPQRSTUV-ymjB-ompG	ompG;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00467	ycjXF	ycjXF-tyrR	ycjF;ycjX;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00468	ymjC-mpaA	ycjY-ymjDC-mpaA	ymjC;mpaA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00469	ycjY	ycjY-ymjDC-mpaA	ycjY;	ycjYp6	[COMP-AINF:W]		WEAK	
RDBECOLITUC00470	pgrR	pgrR	pgrR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00471	mppA	mppA	mppA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00472	insH4	insH4	insH4;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00473	ynaJ	ynaJ	ynaJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00474	uspE	uspE	uspE;	uspEp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00475	abgABT-ogt	abgABT-ogt	abgA;abgB;abgT;ogt;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00476	zntB	zntB	zntB;	zntBp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00477	ttcA	ttcA	ttcA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00478	recET-ralR-rcbA-xisR-intR	recET-ralR-rcbA-xisR-intR	recE;recT;ralR;rcbA;xisR;intR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00479	racC	racC	racC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00480	kilR-ydaE	kilR-ydaE	kilR;ydaE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00481	ydaGF	ydaGF	ydaG;ydaF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00482	racR	racR	racR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00483	ydaSTUVW-rzpR	ydaSTUVW-rzpR	rzpR;ydaW;ydaV;ydaU;ydaT;ydaS;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00484	rzoR	rzoR	rzoR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00485	trkG	trkG	trkG;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00486	ynaK-ydaY	ynaK-ydaY	ydaY;ynaK;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00487	ynaA-lomR	ynaA-lomR	lomR;ynaA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00488	stfR-tfaR	stfR-tfaR	tfaR;stfR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00489	pinR	pinR	pinR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00490	ynaE	ynaE	ynaE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00491	uspF	uspF	uspF;	uspFp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00492	ompN	ydbK-ompN	ompN;	ompNp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00493	hslJ	hslJ	hslJ;	hslJp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00494	ydbH-ynbE-ydbL	ydbH-ynbE-ydbL	ydbL;ynbE;ydbH;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00495	ydbA	ydbA	ydbA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00496	insC2D2CD2	insC2D2CD2	insC2;insD2;insCD2;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00497	insI2	insI2	insI2;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00498	pdxI	pdxI	pdxI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00499	ydbD	ydbD	ydbD;	ydbDp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00500	ynbABCD	ynbABCD	ynbD;ynbC;ynbB;ynbA;	ynbAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00501	hrpA	hrpA	hrpA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00502	ydcF	ydcF	ydcF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00503	cybB	cybB	cybB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00504	ydcA	ydcA	ydcA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00505	hokB	hokB	hokB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00506	mokB	mokB	mokB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00507	sokB	sokB	sokB;	sokBp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC00508	ydcJ	ydcJ	ydcJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00509	opgD	opgD	opgD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00510	ydcH	ydcH	ydcH;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00511	ydcL	ydcL	ydcL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00512	yncK	yncK	yncK;		[COMP-AINF:W][IC:W]		WEAK	
RDBECOLITUC00513	sutR	sutR	sutR;	sutRp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00514	rlhA	rlhA	rlhA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00515	hicAB	hicAB	hicB;hicA;	hicAp1	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00516	ydcR	ydcR	ydcR;	ydcRp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00517	patD	ydcSTUV-patD	patD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00518	ortT	ortT	ortT;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00519	ydcY	ydcY	ydcY;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00520	mnaT-ydcZ	mnaT-ydcZ	mnaT;ydcZ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00521	curA	curA	curA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00522	mcbR	mcbR	mcbR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00523	yncG	yncG	yncG;	yncGp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00524	yncH	yncH	yncH;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00525	rhsE-ydcD	rhsE-ydcD	ydcD;rhsE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00526	yncI	yncI	yncI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00527	ydcC	ydcC	ydcC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00528	pptA	pptA	pptA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00529	yddE	yddE	yddE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00530	yddLKJ	yddLKJ	yddL;yddK;yddJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00531	yddG	yddG	yddG;	yddGp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00532	yddM	yddM	yddM;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00533	adhP	adhP	adhP;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00534	maeA	maeA	maeA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00535	digH	digH	digH;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00536	pqqL	pqqL	pqqL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00537	yddAB	yddAB	yddA;yddB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00538	ydeM	ydeNM	ydeM;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00539	ydeN	ydeNM	ydeN;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00540	ydeQ	ydeQ	ydeQ;	ydeQp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00541	ydeTSR	ydeTSR	ydeT;ydeS;ydeR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00542	yneL	yneL	yneL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00543	yneO	yneO	yneO;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00544	lsrK	lsrRK	lsrK;		[EXP-IEP:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00545	lsrRK	lsrRK	lsrK;lsrR;	lsrRp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC00546	tam	lsrACDBFG-tam	tam;	tamp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00547	yneE	yneE	yneE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00548	dgcF	dgcF	dgcF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00549	glsB-yneG	sad-glsB-yneG	glsB;yneG;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00550	sad	sad-glsB-yneG	sad;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00551	yneJ	yneJ	ptrR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00552	yneK	yneK	yneK;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00553	mgtS	mgtS	mgtS;	mgtSp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC00554	dgcZ	dgcZ	dgcZ;	dgcZp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		WEAK	
RDBECOLITUC00555	ydfG	ydfG	ydfG;	ydfGp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00556	ydfH	ydfH	rspR;	ydfHp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00557	ydfZ	ydfZ	ydfZ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00558	ydfI	ydfI	ydfI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00559	ydfJ	ydfJ	ydfJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00560	yntF-ydfK	yntF-ydfK	ynfT;ydfK;	ynfTp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00561	pinQ	pinQ	pinQ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00562	ynfO-ydfO	ynfO-ydfO	ydfO;ynfO;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00563	gnsB	gnsB	gnsB;	gnsBp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00564	ynfN	ynfN	ynfN;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00565	essQ-ydfR-rrrQ-rzpQ-rzoQ	essQ-ydfR-rrrQ-rzpQ-rzoQ	rzoQ;essQ;ydfR;rrrQ;rzpQ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00566	ydfUT	ydfUT	ydfU;ydfT;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00567	rem	rem	rem;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00568	hokD	relBE-hokD	hokD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00569	relBE	relBE-hokD	relB;relE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00570	ydfV	ydfV	ydfV;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00571	dicC-ydfXW	dicC-ydfXW	dicC;ydfX;ydfW;	dicCp	[COMP-AINF:W]		WEAK	
RDBECOLITUC00572	dicA	dicA	dicA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00573	ydfABC	dicB-ydfDE-insD-intQ	ydfC;ydfB;ydfA;	ydfAp8	[COMP-AINF:W]		WEAK	
RDBECOLITUC00574	dicF	dicB-ydfDE-insD-intQ	dicF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC00575	dicB-ydfDE-insD-intQ	dicB-ydfDE-insD-intQ	intQ;insD7;ydfE;ydfD;dicB;	dicBp	[EXP-IDA-BOUNDARIES-DEFINED:W]		WEAK	
RDBECOLITUC00576	ynfP	ynfP	ynfP;		[COMP-AINF:W]		WEAK	
